"crime_year","council_district","highest_offense_description","clearance_status","total_crimes"
"2014",6,"AGG ROBBERY/DEADLY WEAPON","Uncleared","1"
"2014",6,"AGG SEXUAL ASSAULT CHILD/OBJEC","Cleared","1"
"2014",6,"ARSON","Cleared","2"
"2014",6,"ASSAULT  CONTACT-SEXUAL NATURE","Cleared","7"
"2014",6,"ASSAULT BY CONTACT","Cleared","38"
"2014",6,"ASSAULT BY CONTACT","Uncleared","3"
"2014",6,"ASSAULT BY CONTACT FAM/DATING","Cleared","26"
"2014",6,"ASSAULT BY THREAT","Cleared","29"
"2014",6,"ASSAULT BY THREAT FAM/DATING","Cleared","3"
"2014",6,"ASSAULT ON PUBLIC SERVANT","Cleared","1"
"2014",6,"ASSAULT ON PUBLIC SERVANT","Uncleared","1"
"2014",6,"ASSAULT W/INJURY-FAM/DATE VIOL","Cleared","176"
"2014",6,"ASSAULT W/INJURY-FAM/DATE VIOL","Uncleared","2"
"2014",6,"ASSAULT WITH INJURY","Cleared","63"
"2014",6,"AUTO THEFT","Cleared","62"
"2014",6,"BOATING WHILE INTOXICATED","Cleared","1"
"2014",6,"BREACH OF COMPUTER SECURITY","Cleared","3"
"2014",6,"BURG OF RES - FAM/DATING ASLT","Cleared","2"
"2014",6,"BURGLARY NON RESIDENCE","Cleared","79"
"2014",6,"BURGLARY OF COIN-OP MACHINE","Cleared","18"
"2014",6,"BURGLARY OF COIN-OP MACHINE","Uncleared","1"
"2014",6,"BURGLARY OF RESIDENCE","Cleared","143"
"2014",6,"BURGLARY OF RESIDENCE","Uncleared","4"
"2014",6,"BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT","Cleared","15"
"2014",6,"BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT","Uncleared","3"
"2014",6,"BURGLARY OF VEHICLE","Cleared","485"
"2014",6,"BURGLARY OF VEHICLE","Uncleared","12"
"2014",6,"CAMPING IN PARK","Cleared","5"
"2014",6,"CAMPING IN PARK","Uncleared","8"
"2014",6,"CHILD CUSTODY INTERFERE","Cleared","42"
"2014",6,"CHILD CUSTODY INTERFERE","Uncleared","2"
"2014",6,"CHILD ENDANGERMENT- ABANDONMEN","Cleared","9"
"2014",6,"CIVIL DISTURBANCE/DEMO","Cleared","6"
"2014",6,"CONT SEX ABUSE OF CHILD","Cleared","1"
"2014",6,"COUNTERFEITING","Cleared","4"
"2014",6,"CRASH/FAIL STOP AND RENDER AID","Cleared","6"
"2014",6,"CRASH/INTOXICATION ASSAULT","Cleared","2"
"2014",6,"CRED CARD ABUSE - OTHER","Cleared","57"
"2014",6,"CRED CARD ABUSE - OTHER","Uncleared","4"
"2014",6,"CRED CARD ABUSE BY FORGERY","Cleared","3"
"2014",6,"CRIMINAL MISCHIEF","Cleared","279"
"2014",6,"CRIMINAL MISCHIEF","Uncleared","3"
"2014",6,"CRIMINAL TRESPASS","Cleared","13"
"2014",6,"CRIMINAL TRESPASS","Uncleared","5"
"2014",6,"CRIMINAL TRESPASS/HOTEL","Cleared","4"
"2014",6,"CRIMINAL TRESPASS/TRANSIENT","Cleared","2"
"2014",6,"CRUELTY TO ANIMALS","Cleared","7"
"2014",6,"CUSTODY ARREST TRAFFIC WARR","Cleared","44"
"2014",6,"CUSTODY ARREST TRAFFIC WARR","Uncleared","7"
"2014",6,"DAMAGE CITY PROP","Cleared","8"
"2014",6,"DAMAGE CITY PROP","Uncleared","4"
"2014",6,"DATING DISTURBANCE","Cleared","37"
"2014",6,"DATING DISTURBANCE","Uncleared","24"
"2014",6,"DEADLY CONDUCT","Cleared","4"
"2014",6,"DEBIT CARD ABUSE","Cleared","40"
"2014",6,"DEL CONTROLLED SUB/NARCOTIC","Cleared","3"
"2014",6,"DEL MARIJUANA","Cleared","1"
"2014",6,"DISTURBANCE - OTHER","Cleared","230"
"2014",6,"DISTURBANCE - OTHER","Uncleared","17"
"2014",6,"DOC ABUSIVE LANGUAGE","Cleared","2"
"2014",6,"DOC DISPLAY GUN/DEADLY PUB PLC","Cleared","2"
"2014",6,"DOC DISPLAY GUN/DEADLY PUB PLC","Uncleared","1"
"2014",6,"DOC EXPOSURE","Cleared","1"
"2014",6,"DOC FIGHTING","Cleared","1"
"2014",6,"DOC OFFENSIVE GESTURE","Cleared","1"
"2014",6,"DRIVING WHILE INTOX / FELONY","Cleared","10"
"2014",6,"DRIVING WHILE INTOX / FELONY","Uncleared","1"
"2014",6,"DUI - AGE 17 TO 20","Cleared","2"
"2014",6,"DUMPING REFUSE NEAR HIGHWAY","Cleared","2"
"2014",6,"DUMPING REFUSE NEAR HIGHWAY","Uncleared","1"
"2014",6,"DWI","Cleared","89"
"2014",6,"DWI","Uncleared","7"
"2014",6,"DWI - CHILD PASSENGER","Cleared","2"
"2014",6,"DWI - DRUG RECOGNITION EXPERT","Cleared","2"
"2014",6,"DWI  .15 BAC OR ABOVE","Cleared","5"
"2014",6,"DWI  .15 BAC OR ABOVE","Uncleared","2"
"2014",6,"DWI 2ND","Cleared","18"
"2014",6,"DWI 2ND","Uncleared","1"
"2014",6,"ESCAPE FROM CUSTODY","Cleared","1"
"2014",6,"EVADING / FOOT","Cleared","4"
"2014",6,"EVADING / VEHICLE PURSUIT","Cleared","1"
"2014",6,"EVADING VEHICLE","Cleared","4"
"2014",6,"EXPLOSIVE ORDNANCE DISPOSAL","Cleared","1"
"2014",6,"EXPLOSIVE ORDNANCE DISPOSAL","Uncleared","2"
"2014",6,"FAILURE TO IDENTIFY","Cleared","6"
"2014",6,"FAILURE TO IDENTIFY","Uncleared","1"
"2014",6,"FAILURE TO REG AS SEX OFFENDER","Cleared","2"
"2014",6,"FALSE ALARM OR REPORT","Cleared","2"
"2014",6,"FALSE ALARM OR REPORT","Uncleared","1"
"2014",6,"FALSE REPORT TO PEACE OFFICER","Cleared","1"
"2014",6,"FALSE STATEMENT -OBTAIN CREDIT","Cleared","1"
"2014",6,"FAMILY DISTURBANCE","Cleared","399"
"2014",6,"FAMILY DISTURBANCE","Uncleared","155"
"2014",6,"FAMILY DISTURBANCE/PARENTAL","Cleared","37"
"2014",6,"FAMILY DISTURBANCE/PARENTAL","Uncleared","32"
"2014",6,"FEDERAL VIOL/OTHER","Cleared","19"
"2014",6,"FELONY ENHANCEMENT/ASSLT W/INJ","Cleared","2"
"2014",6,"FORGERY - OTHER","Cleared","9"
"2014",6,"FORGERY AND PASSING","Cleared","36"
"2014",6,"FORGERY BY MAKING","Cleared","1"
"2014",6,"FRAUD - OTHER","Cleared","70"
"2014",6,"FRAUD - OTHER","Uncleared","9"
"2014",6,"GRAFFITI","Cleared","28"
"2014",6,"HARASSMENT","Cleared","126"
"2014",6,"HARASSMENT","Uncleared","11"
"2014",6,"HARASSMENT OF A PUBLIC SERVANT","Cleared","1"
"2014",6,"HINDER SECURED CREDITORS","Cleared","1"
"2014",6,"IDENTITY THEFT","Cleared","81"
"2014",6,"IDENTITY THEFT","Uncleared","1"
"2014",6,"INCEST-PROHIBITED SEX CONDUCT","Cleared","1"
"2014",6,"INDECENCY WITH A CHILD/CONTACT","Cleared","4"
"2014",6,"INDECENCY WITH A CHILD/CONTACT","Uncleared","1"
"2014",6,"INDECENCY WITH CHILD/EXPOSURE","Cleared","1"
"2014",6,"INDECENT EXPOSURE","Cleared","5"
"2014",6,"INJ TO ELDERLY   FAM/DATE VIOL","Cleared","1"
"2014",6,"INJ/CHILD FV (NO CARE/CUSTODY)","Cleared","1"
"2014",6,"INJURY DISABLED INDIVIDUAL","Cleared","5"
"2014",6,"INJURY TO CHILD","Cleared","5"
"2014",6,"INJURY TO CHILD (CARE/CUSTODY)","Uncleared","1"
"2014",6,"INJURY TO ELDERLY PERSON","Cleared","1"
"2014",6,"INTER EMERG PHONECALL FAM/DATE","Cleared","5"
"2014",6,"INTERFERING W/EMERG PHONE CALL","Cleared","1"
"2014",6,"INVASIVE VISUAL RECORDING","Cleared","3"
"2014",6,"LITTERING","Cleared","1"
"2014",6,"MISAPPLY FIDUCIARY PROP","Cleared","1"
"2014",6,"MURDER","Uncleared","1"
"2014",6,"NUISANCE ABATEMENT","Uncleared","1"
"2014",6,"OBTAIN CONTROLLED SUB BY FRAUD","Cleared","7"
"2014",6,"ONLINE IMPERSONATION","Cleared","6"
"2014",6,"POSS CONTROLLED SUB/NARCOTIC","Cleared","27"
"2014",6,"POSS CONTROLLED SUB/NARCOTIC","Uncleared","6"
"2014",6,"POSS CONTROLLED SUB/OTHER","Cleared","3"
"2014",6,"POSS CONTROLLED SUB/SYN NARC","Cleared","2"
"2014",6,"POSS DANG DRUG","Cleared","2"
"2014",6,"POSS OF ALCOHOL - AGE 17 TO 20","Cleared","3"
"2014",6,"POSS OF DRUG PARAPHERNALIA","Cleared","12"
"2014",6,"POSS OF DRUG PARAPHERNALIA","Uncleared","3"
"2014",6,"POSS OF FIREARM BY FELON","Cleared","1"
"2014",6,"POSS OF PROHIBITED WEAPON","Uncleared","1"
"2014",6,"POSS/PROMO CHILD PORNOGRAPHY","Cleared","1"
"2014",6,"POSSESSION OF MARIJUANA","Cleared","30"
"2014",6,"POSSESSION OF MARIJUANA","Uncleared","11"
"2014",6,"PROSTITUTION","Cleared","4"
"2014",6,"PROTECTIVE ORDER","Cleared","8"
"2014",6,"PROWLER","Uncleared","1"
"2014",6,"PUBLIC INTOXICATION","Cleared","84"
"2014",6,"PUBLIC INTOXICATION","Uncleared","5"
"2014",6,"PUBLIC LEWDNESS","Cleared","1"
"2014",6,"PURSE SNATCHING","Cleared","1"
"2014",6,"RAPE","Cleared","6"
"2014",6,"RAPE OF A CHILD","Cleared","6"
"2014",6,"RECKLESS DAMAGE","Cleared","3"
"2014",6,"RESISTING ARREST OR SEARCH","Cleared","2"
"2014",6,"ROBBERY BY ASSAULT","Cleared","4"
"2014",6,"ROBBERY BY THREAT","Cleared","2"
"2014",6,"SEXUAL ASSAULT OF CHILD/OBJECT","Cleared","2"
"2014",6,"SEXUAL ASSAULT W/ OBJECT","Cleared","2"
"2014",6,"STALKING","Cleared","3"
"2014",6,"STATUTORY RAPE OF CHILD","Cleared","4"
"2014",6,"TAMPERING WITH GOV RECORD","Uncleared","1"
"2014",6,"TAMPERING WITH WITNESS","Uncleared","1"
"2014",6,"TERRORISTIC THREAT","Cleared","26"
"2014",6,"TERRORISTIC THREAT","Uncleared","3"
"2014",6,"TERRORISTIC THREAT-FAM/DAT VIO","Cleared","11"
"2014",6,"THEFT","Cleared","442"
"2014",6,"THEFT","Uncleared","17"
"2014",6,"THEFT BY EMBEZZLEMENT","Cleared","2"
"2014",6,"THEFT BY FALSE PRETEXT/BUNCO","Cleared","1"
"2014",6,"THEFT BY SHOPLIFTING","Cleared","326"
"2014",6,"THEFT BY SHOPLIFTING","Uncleared","12"
"2014",6,"THEFT FROM AUTO","Cleared","17"
"2014",6,"THEFT FROM AUTO","Uncleared","1"
"2014",6,"THEFT FROM BUILDING","Cleared","9"
"2014",6,"THEFT FROM PERSON","Cleared","5"
"2014",6,"THEFT OF AUTO PARTS","Cleared","15"
"2014",6,"THEFT OF AUTO PARTS","Uncleared","1"
"2014",6,"THEFT OF BICYCLE","Cleared","19"
"2014",6,"THEFT OF LICENSE PLATE","Cleared","23"
"2014",6,"THEFT OF LICENSE PLATE","Uncleared","1"
"2014",6,"THEFT OF METAL","Cleared","12"
"2014",6,"THEFT OF SERVICE","Cleared","48"
"2014",6,"THEFT OF SERVICE","Uncleared","3"
"2014",6,"THEFT OF TRAILER","Cleared","14"
"2014",6,"UNLAWFUL CARRYING WEAPON","Cleared","3"
"2014",6,"UNLAWFUL CARRYING WEAPON","Uncleared","1"
"2014",6,"UNLAWFUL RESTRAINT FAM/DAT VIO","Cleared","1"
"2014",6,"URINATING IN PUBLIC PLACE","Cleared","1"
"2014",6,"VIOL CITY ORDINANCE -  GAME RM","Cleared","1"
"2014",6,"VIOL CITY ORDINANCE - CURFEW","Cleared","1"
"2014",6,"VIOL CITY ORDINANCE - DOG","Cleared","9"
"2014",6,"VIOL CITY ORDINANCE - DOG","Uncleared","1"
"2014",6,"VIOL CITY ORDINANCE - OTHER","Cleared","8"
"2014",6,"VIOL CITY ORDINANCE - OTHER","Uncleared","1"
"2014",6,"VIOL CITY ORDINANCE - WRECKER","Cleared","1"
"2014",6,"VIOL OF BOND CONDITIONS","Cleared","1"
"2014",6,"VIOL OF EMERG PROTECTIVE ORDER","Cleared","8"
"2014",6,"VIOL OF PARK CURFEW","Cleared","2"
"2014",6,"VIOL OF PARK CURFEW","Uncleared","2"
"2014",6,"VIOL OF PROTECTIVE ORDER OR BOND FV/SEX CRIME/HUMAN TRAFFICKING","Cleared","6"
"2014",6,"VIOL OF PROTECTIVE ORDER OR BOND FV/SEX CRIME/HUMAN TRAFFICKING","Uncleared","1"
"2014",6,"VIOL STATE LAW - OTHER","Cleared","8"
"2014",6,"VIOL STATE LAW - OTHER","Uncleared","1"
"2014",6,"VIOL STAY AWAY ORDER","Cleared","2"
"2014",6,"VIOL TEMP EX PARTE  ORDER","Cleared","1"
"2014",6,"VIOL WATER SAFETY ACT","Uncleared","1"
"2014",6,"VOCO SOLICITATION PROHIBIT","Cleared","7"
"2014",6,"WARRANT ARREST NON TRAFFIC","Cleared","40"
"2014",6,"WARRANT ARREST NON TRAFFIC","Uncleared","7"
"2014",7,"AGG ASLT ENHANC STRANGL/SUFFOC","Cleared","5"
"2014",7,"AGG ASLT STRANGLE/SUFFOCATE","Cleared","30"
"2014",7,"AGG ASLT W/MOTOR VEH FAM/DAT V","Cleared","4"
"2014",7,"AGG ASSAULT","Cleared","20"
"2014",7,"AGG ASSAULT","Uncleared","2"
"2014",7,"AGG ASSAULT FAM/DATE VIOLENCE","Cleared","22"
"2014",7,"AGG ASSAULT ON PUBLIC SERVANT","Cleared","1"
"2014",7,"AGG ASSAULT WITH MOTOR VEH","Cleared","9"
"2014",7,"AGG RAPE OF A CHILD","Cleared","4"
"2014",7,"AGG ROBBERY/DEADLY WEAPON","Cleared","18"
"2014",7,"AGG ROBBERY/DEADLY WEAPON","Uncleared","2"
"2014",7,"AGG SEXUAL ASSAULT CHILD/OBJEC","Cleared","1"
"2014",7,"APPLIC TO REVOKE PROBATION","Cleared","4"
"2014",7,"APPLIC TO REVOKE PROBATION","Uncleared","3"
"2014",7,"ARSON","Cleared","4"
"2014",7,"ARSON-CRIMINAL MISCHIEF","Cleared","3"
"2014",7,"ASSAULT  CONTACT-SEXUAL NATURE","Cleared","4"
"2014",7,"ASSAULT BY CONTACT","Cleared","70"
"2014",7,"ASSAULT BY CONTACT","Uncleared","1"
"2014",7,"ASSAULT BY CONTACT FAM/DATING","Cleared","26"
"2014",7,"ASSAULT BY CONTACT FAM/DATING","Uncleared","1"
"2014",7,"ASSAULT BY THREAT","Cleared","71"
"2014",7,"ASSAULT BY THREAT","Uncleared","3"
"2014",7,"ASSAULT BY THREAT FAM/DATING","Cleared","11"
"2014",7,"ASSAULT ON PUBLIC SERVANT","Cleared","10"
"2014",7,"ASSAULT ON PUBLIC SERVANT","Uncleared","1"
"2014",7,"ASSAULT W/INJURY-FAM/DATE VIOL","Cleared","261"
"2014",7,"ASSAULT W/INJURY-FAM/DATE VIOL","Uncleared","3"
"2014",7,"ASSAULT WITH INJURY","Cleared","147"
"2014",7,"ASSAULT WITH INJURY","Uncleared","6"
"2014",7,"AUTO THEFT","Cleared","163"
"2014",7,"AUTO THEFT","Uncleared","1"
"2014",7,"BOMB THREAT","Uncleared","1"
"2014",7,"BREACH OF COMPUTER SECURITY","Cleared","11"
"2014",7,"BREACH OF COMPUTER SECURITY","Uncleared","1"
"2014",7,"BURG OF RES - FAM/DATING ASLT","Cleared","3"
"2014",7,"BURGLARY NON RESIDENCE","Cleared","177"
"2014",7,"BURGLARY OF COIN-OP MACHINE","Cleared","19"
"2014",7,"BURGLARY OF RESIDENCE","Cleared","319"
"2014",7,"BURGLARY OF RESIDENCE","Uncleared","10"
"2014",7,"BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT","Cleared","25"
"2014",7,"BURGLARY OF VEHICLE","Cleared","1136"
"2014",7,"BURGLARY OF VEHICLE","Uncleared","31"
"2014",7,"CAMPING IN PARK","Cleared","4"
"2014",7,"CAMPING IN PARK","Uncleared","2"
"2014",7,"CAPITAL MURDER","Cleared","3"
"2014",7,"CHILD CUSTODY INTERFERE","Cleared","60"
"2014",7,"CHILD CUSTODY INTERFERE","Uncleared","1"
"2014",7,"CHILD ENDANGERMENT- ABANDONMEN","Cleared","13"
"2014",7,"CIVIL DISTURBANCE/DEMO","Cleared","2"
"2014",7,"CIVIL DISTURBANCE/DEMO","Uncleared","1"
"2014",7,"COUNTERFEITING","Cleared","9"
"2014",7,"CRASH/FAIL STOP AND RENDER AID","Cleared","19"
"2014",7,"CRASH/FAIL STOP AND RENDER AID","Uncleared","1"
"2014",7,"CRED CARD ABUSE - EXPIR-CANCEL","Cleared","1"
"2014",7,"CRED CARD ABUSE - OTHER","Cleared","117"
"2014",7,"CRED CARD ABUSE - OTHER","Uncleared","1"
"2014",7,"CRED CARD ABUSE BY FORGERY","Cleared","9"
"2014",7,"CRIMINAL MISCHIEF","Cleared","404"
"2014",7,"CRIMINAL MISCHIEF","Uncleared","15"
"2014",7,"CRIMINAL TRESPASS","Cleared","54"
"2014",7,"CRIMINAL TRESPASS","Uncleared","18"
"2014",7,"CRIMINAL TRESPASS/HOTEL","Cleared","1"
"2014",7,"CRIMINAL TRESPASS/HOTEL","Uncleared","1"
"2014",7,"CRIMINAL TRESPASS/TRANSIENT","Cleared","5"
"2014",7,"CRIMINAL TRESPASS/TRANSIENT","Uncleared","3"
"2014",7,"CRUELTY TO ANIMALS","Cleared","9"
"2014",7,"CUSTODY ARREST TRAFFIC WARR","Cleared","139"
"2014",7,"CUSTODY ARREST TRAFFIC WARR","Uncleared","35"
"2014",7,"DAMAGE CITY PROP","Cleared","26"
"2014",7,"DAMAGE CITY PROP","Uncleared","33"
"2014",7,"DATING DISTURBANCE","Cleared","47"
"2014",7,"DATING DISTURBANCE","Uncleared","18"
"2014",7,"DEADLY CONDUCT","Cleared","6"
"2014",7,"DEADLY CONDUCT FAM/DATE VIOL","Cleared","1"
"2014",7,"DEBIT CARD ABUSE","Cleared","97"
"2014",7,"DEBIT CARD ABUSE","Uncleared","1"
"2014",7,"DEL CONTROLLED SUB/NARCOTIC","Cleared","4"
"2014",7,"DEL CONTROLLED SUB/NARCOTIC","Uncleared","2"
"2014",7,"DEL CONTROLLED SUB/OTHER","Uncleared","1"
"2014",7,"DEL MARIJUANA","Cleared","1"
"2014",7,"DEL OF ALCOHOL TO MINOR","Cleared","1"
"2014",7,"DISTRIB HARMFUL MATERIAL MINOR","Cleared","1"
"2014",7,"DISTURBANCE - OTHER","Cleared","313"
"2014",7,"DISTURBANCE - OTHER","Uncleared","38"
"2014",7,"DOC ABUSE OR THREAT","Cleared","1"
"2014",7,"DOC ABUSIVE LANGUAGE","Cleared","3"
"2014",7,"DOC DISCHARGE GUN - PUB PLACE","Cleared","3"
"2014",7,"DOC DISCHARGE GUN - PUB ROAD","Cleared","1"
"2014",7,"DOC EXPOSURE","Cleared","2"
"2014",7,"DOC FIGHTING","Cleared","8"
"2014",7,"DOC FIGHTING","Uncleared","1"
"2014",7,"DOC OFFENSIVE GESTURE","Cleared","1"
"2014",7,"DOC UNREASONABLE NOISE","Cleared","4"
"2014",7,"DRIVING WHILE INTOX / FELONY","Cleared","21"
"2014",7,"DRIVING WHILE INTOX / FELONY","Uncleared","3"
"2014",7,"DUI - AGE 17 TO 20","Cleared","6"
"2014",7,"DUI - AGE 17 TO 20","Uncleared","1"
"2014",7,"DWI","Cleared","223"
"2014",7,"DWI","Uncleared","33"
"2014",7,"DWI - CHILD PASSENGER","Cleared","5"
"2014",7,"DWI - CHILD PASSENGER","Uncleared","1"
"2014",7,"DWI - DRUG RECOGNITION EXPERT","Cleared","9"
"2014",7,"DWI  .15 BAC OR ABOVE","Cleared","44"
"2014",7,"DWI  .15 BAC OR ABOVE","Uncleared","6"
"2014",7,"DWI 2ND","Cleared","40"
"2014",7,"DWI 2ND","Uncleared","7"
"2014",7,"ENGAGING IN ORGANIZED CRIME","Cleared","1"
"2014",7,"EVADING / FOOT","Cleared","12"
"2014",7,"EVADING / VEHICLE PURSUIT","Cleared","4"
"2014",7,"EVADING VEHICLE","Cleared","8"
"2014",7,"EXPLOSIVE ORDNANCE DISPOSAL","Cleared","1"
"2014",7,"EXPLOSIVE ORDNANCE DISPOSAL","Uncleared","1"
"2014",7,"FAIL DISPLAY HANDGUN LICENSE","Cleared","1"
"2014",7,"FAILURE TO IDENTIFY","Cleared","19"
"2014",7,"FAILURE TO IDENTIFY","Uncleared","2"
"2014",7,"FAILURE TO REG AS SEX OFFENDER","Cleared","2"
"2014",7,"FALSE ALARM OR REPORT","Cleared","3"
"2014",7,"FALSE REPORT TO PEACE OFFICER","Cleared","2"
"2014",7,"FAMILY DISTURBANCE","Cleared","586"
"2014",7,"FAMILY DISTURBANCE","Uncleared","219"
"2014",7,"FAMILY DISTURBANCE/PARENTAL","Cleared","52"
"2014",7,"FAMILY DISTURBANCE/PARENTAL","Uncleared","21"
"2014",7,"FEDERAL VIOL/OTHER","Cleared","23"
"2014",7,"FELONY ENHANCEMENT/ASSLT W/INJ","Cleared","13"
"2014",7,"FORGERY - OTHER","Cleared","31"
"2014",7,"FORGERY - OTHER","Uncleared","2"
"2014",7,"FORGERY AND PASSING","Cleared","42"
"2014",7,"FORGERY AND PASSING","Uncleared","1"
"2014",7,"FORGERY BY ALTERATION","Cleared","4"
"2014",7,"FORGERY BY MAKING","Cleared","4"
"2014",7,"FORGERY OF IDENTIFICATION","Cleared","1"
"2014",7,"FRAUD - OTHER","Cleared","147"
"2014",7,"FRAUD - OTHER","Uncleared","11"
"2014",7,"FRAUD DESTRUCTION OF A WRITING","Cleared","2"
"2014",7,"GAMBLING","Cleared","1"
"2014",7,"GRAFFITI","Cleared","103"
"2014",7,"GRAFFITI","Uncleared","2"
"2014",7,"HARASSMENT","Cleared","203"
"2014",7,"HARASSMENT","Uncleared","15"
"2014",7,"HARASSMENT OF A PUBLIC SERVANT","Cleared","1"
"2014",7,"HARBORING RUNAWAY CHILD","Cleared","1"
"2014",7,"HINDER SECURED CREDITORS","Cleared","4"
"2014",7,"HINDERING APPREHENSION","Cleared","1"
"2014",7,"IDENTITY THEFT","Cleared","119"
"2014",7,"IDENTITY THEFT","Uncleared","3"
"2014",7,"IDENTITY THEFT-TAX RETURNS","Cleared","1"
"2014",7,"IMMIGRATION HOLD/ARREST","Cleared","1"
"2014",7,"IMPERSONATING PUBLIC SERVANT","Cleared","4"
"2014",7,"INDECENCY WITH A CHILD/CONTACT","Cleared","5"
"2014",7,"INDECENCY WITH CHILD/EXPOSURE","Cleared","2"
"2014",7,"INDECENT EXPOSURE","Cleared","16"
"2014",7,"INHALANT ABUSE","Cleared","1"
"2014",7,"INHALANT ABUSE","Uncleared","1"
"2014",7,"INJ TO DISABLED  FAM/DATE VIOL","Cleared","2"
"2014",7,"INJ TO ELDERLY   FAM/DATE VIOL","Cleared","2"
"2014",7,"INJURY DISABLED INDIVIDUAL","Cleared","8"
"2014",7,"INJURY TO CHILD","Cleared","7"
"2014",7,"INJURY TO CHILD (CARE/CUSTODY)","Cleared","3"
"2014",7,"INJURY TO ELDERLY PERSON","Cleared","2"
"2014",7,"INTER EMERG PHONECALL FAM/DATE","Cleared","2"
"2014",7,"INTERFERENCE PUBLIC DUTIES","Cleared","2"
"2014",7,"INVASIVE VISUAL RECORDING","Cleared","1"
"2014",7,"KIDNAPPING","Cleared","1"
"2014",7,"LIQUOR LAW VIOLATION/OTHER","Cleared","1"
"2014",7,"LITTERING","Cleared","4"
"2014",7,"MANSLAUGHTER","Cleared","1"
"2014",7,"MISAPPLY FIDUCIARY PROP","Cleared","2"
"2014",7,"MURDER","Cleared","2"
"2014",7,"NUISANCE ABATEMENT","Cleared","1"
"2014",7,"OBTAIN CONTROLLED SUB BY FRAUD","Cleared","11"
"2014",7,"ONLINE IMPERSONATION","Cleared","9"
"2014",7,"ONLINE SOLICITATION OF A MINOR","Cleared","1"
"2014",7,"PAROLE VIOL","Cleared","3"
"2014",7,"PIGEON DROP","Cleared","1"
"2014",7,"POSS CONTROLLED SUB/NARCOTIC","Cleared","78"
"2014",7,"POSS CONTROLLED SUB/NARCOTIC","Uncleared","5"
"2014",7,"POSS CONTROLLED SUB/OTHER","Cleared","7"
"2014",7,"POSS CONTROLLED SUB/OTHER","Uncleared","1"
"2014",7,"POSS CONTROLLED SUB/SYN NARC","Cleared","4"
"2014",7,"POSS DANG DRUG","Cleared","5"
"2014",7,"POSS DANG DRUG","Uncleared","1"
"2014",7,"POSS OF ALCOHOL - AGE 17 TO 20","Cleared","1"
"2014",7,"POSS OF DRUG PARAPHERNALIA","Cleared","31"
"2014",7,"POSS OF DRUG PARAPHERNALIA","Uncleared","4"
"2014",7,"POSS OF FIREARM BY FELON","Cleared","2"
"2014",7,"POSS OF PROHIBITED WEAPON","Cleared","3"
"2014",7,"POSS OF PROHIBITED WEAPON","Uncleared","2"
"2014",7,"POSSESSION OF MARIJUANA","Cleared","96"
"2014",7,"POSSESSION OF MARIJUANA","Uncleared","15"
"2014",7,"PROBATION VIOL","Uncleared","1"
"2014",7,"PROSTITUTION","Cleared","14"
"2014",7,"PROSTITUTION","Uncleared","4"
"2014",7,"PROTECTIVE ORDER","Cleared","15"
"2014",7,"PROTECTIVE ORDER","Uncleared","1"
"2014",7,"PUBLIC INTOXICATION","Cleared","158"
"2014",7,"PUBLIC INTOXICATION","Uncleared","20"
"2014",7,"PUBLIC LEWDNESS","Cleared","2"
"2014",7,"RAPE","Cleared","28"
"2014",7,"RAPE OF A CHILD","Cleared","7"
"2014",7,"RECKLESS DAMAGE","Cleared","7"
"2014",7,"RECKLESS DAMAGE","Uncleared","1"
"2014",7,"RESISTING ARREST OR SEARCH","Cleared","1"
"2014",7,"RETALIATION","Cleared","2"
"2014",7,"ROBBERY BY ASSAULT","Cleared","16"
"2014",7,"ROBBERY BY ASSAULT","Uncleared","1"
"2014",7,"ROBBERY BY THREAT","Cleared","7"
"2014",7,"SEXUAL ASSAULT OF CHILD/OBJECT","Cleared","6"
"2014",7,"SEXUAL ASSAULT W/ OBJECT","Cleared","6"
"2014",7,"SIT AND LIE ORDINANCE VIOL","Cleared","1"
"2014",7,"STALKING","Cleared","9"
"2014",7,"STATUTORY RAPE OF CHILD","Cleared","1"
"2014",7,"TAKE WEAPON FROM POLICE OFFICER","Cleared","2"
"2014",7,"TERRORISTIC THREAT","Cleared","54"
"2014",7,"TERRORISTIC THREAT","Uncleared","2"
"2014",7,"TERRORISTIC THREAT-FAM/DAT VIO","Cleared","18"
"2014",7,"THEFT","Cleared","1034"
"2014",7,"THEFT","Uncleared","56"
"2014",7,"THEFT BY EMBEZZLEMENT","Cleared","1"
"2014",7,"THEFT BY FALSE PRETEXT/BUNCO","Cleared","2"
"2014",7,"THEFT BY SHOPLIFTING","Cleared","601"
"2014",7,"THEFT BY SHOPLIFTING","Uncleared","47"
"2014",7,"THEFT CATALYTIC CONVERTER","Cleared","1"
"2014",7,"THEFT FROM AUTO","Cleared","39"
"2014",7,"THEFT FROM AUTO","Uncleared","1"
"2014",7,"THEFT FROM BUILDING","Cleared","21"
"2014",7,"THEFT FROM BUILDING","Uncleared","1"
"2014",7,"THEFT FROM PERSON","Cleared","16"
"2014",7,"THEFT FROM PERSON","Uncleared","1"
"2014",7,"THEFT OF AUTO PARTS","Cleared","42"
"2014",7,"THEFT OF AUTO PARTS","Uncleared","1"
"2014",7,"THEFT OF BICYCLE","Cleared","89"
